,Date,open,high,low,volume,RealPrice,PredictPrice
0,2019-01-02,4.2,4.22,4.15,62175.0,4.2,4.17937252888602
1,2019-01-03,4.17,4.29,4.17,66266.0,4.26,4.262634037315928
2,2019-01-04,4.22,4.33,4.21,65778.0,4.3,4.297201587793908
3,2019-01-07,4.29,4.34,4.27,68280.0,4.34,4.3135823559515005
4,2019-01-08,4.33,4.35,4.3,38757.0,4.31,4.321689408920912
5,2019-01-09,4.31,4.36,4.29,62583.0,4.31,4.33313511220844
6,2019-01-10,4.29,4.33,4.27,42672.0,4.28,4.304806085820094
7,2019-01-11,4.27,4.29,4.21,55321.0,4.26,4.241088736139773
8,2019-01-14,4.24,4.31,4.23,35203.0,4.28,4.285133009193813
9,2019-01-15,4.28,4.34,4.24,61896.0,4.33,4.296404716358397
10,2019-01-16,4.34,4.35,4.29,50982.0,4.35,4.309904453026803
11,2019-01-17,4.33,4.33,4.27,51435.0,4.27,4.2850882725715
12,2019-01-18,4.25,4.32,4.25,34690.0,4.31,4.302320542262394
13,2019-01-21,4.3,4.37,4.3,42812.0,4.34,4.352207052008919
14,2019-01-22,4.35,4.36,4.32,51319.0,4.34,4.334436411992627
15,2019-01-23,4.33,4.43,4.31,44420.0,4.37,4.390257653388716
16,2019-01-24,4.38,4.4,4.34,40610.0,4.37,4.363988069893515
17,2019-01-25,4.35,4.39,4.3,49662.0,4.31,4.342627348283002
18,2019-01-28,4.34,4.45,4.32,117946.0,4.43,4.411090745913034
19,2019-01-29,4.42,4.43,4.34,68163.0,4.39,4.3679921648015885
20,2019-01-30,4.35,4.43,4.33,48724.0,4.42,4.3950077528007725
21,2019-01-31,4.41,4.51,4.38,101182.0,4.5,4.464735841241346
22,2019-02-01,4.49,4.54,4.46,73257.0,4.51,4.504586350048812
23,2019-02-11,4.5,4.59,4.48,65657.0,4.59,4.551959341935841
24,2019-02-12,4.57,4.72,4.57,114707.0,4.7,4.683861215340207
25,2019-02-13,4.7,4.72,4.6,147167.0,4.7,4.6418758471726305
26,2019-02-14,4.69,4.76,4.67,116826.0,4.71,4.727188298431583
27,2019-02-15,4.73,4.75,4.62,73946.0,4.63,4.66099349775056
28,2019-02-18,4.66,4.76,4.65,105044.0,4.76,4.7271301476989525
29,2019-02-19,4.77,4.91,4.71,125193.0,4.73,4.830955504575316
30,2019-02-20,4.74,4.75,4.66,62060.0,4.7,4.68465668791296
31,2019-02-21,4.69,4.76,4.63,82278.0,4.65,4.696411418654604
32,2019-02-22,4.65,4.8,4.62,74795.0,4.78,4.739384294839973
33,2019-02-25,4.78,4.99,4.78,198326.0,4.98,4.941364118534882
34,2019-02-26,5.0,5.05,4.87,187574.0,4.87,4.941780069985396
35,2019-02-27,4.92,4.97,4.86,128715.0,4.9,4.911045146421276
36,2019-02-28,4.95,5.09,4.93,137177.0,5.0,5.038996806344145
37,2019-03-01,5.04,5.06,4.95,107644.0,5.01,4.984154045913843
38,2019-03-04,5.01,5.07,4.96,240700.0,5.01,5.0201467386771785
39,2019-03-05,4.99,5.13,4.95,157373.0,5.1,5.064908862443631
40,2019-03-06,5.1,5.18,5.07,171675.0,5.18,5.136049510929401
41,2019-03-07,5.14,5.5,5.13,271997.0,5.45,5.408312483108283
42,2019-03-08,5.37,5.56,5.23,256093.0,5.24,5.410775386702308
43,2019-03-11,5.26,5.53,5.26,197663.0,5.52,5.462498056598071
44,2019-03-12,5.52,5.58,5.41,191885.0,5.48,5.47923750184115
45,2019-03-13,5.45,5.57,5.34,206336.0,5.36,5.456312023134821
46,2019-03-14,5.33,5.41,5.17,155147.0,5.2,5.268125571193998
47,2019-03-15,5.24,5.46,5.23,134067.0,5.27,5.3943966363872535
48,2019-03-18,5.27,5.51,5.27,179761.0,5.43,5.44872037111291
49,2019-03-19,5.45,5.52,5.42,159979.0,5.46,5.474549843315893
50,2019-03-20,5.47,5.49,5.25,139015.0,5.34,5.316468411256536
51,2019-03-21,5.35,5.52,5.35,180019.0,5.46,5.474584963201681
52,2019-03-22,5.5,5.5,5.3,145428.0,5.38,5.345830068331125
53,2019-03-25,5.3,5.5,5.27,146781.0,5.4,5.424529361741099
54,2019-04-10,5.94,5.94,5.94,26001.0,5.94,5.922380923509544
55,2019-04-11,6.53,6.53,5.97,1413203.0,6.38,6.159900424382126
56,2019-04-12,6.18,6.35,6.02,523134.0,6.04,6.195157557643496
57,2019-04-15,6.1,6.19,5.92,361866.0,5.98,6.033058584931166
58,2019-04-16,5.91,6.07,5.82,241742.0,5.98,5.958618106022891
59,2019-04-17,5.99,6.06,5.88,216464.0,5.9,5.953471222711224
60,2019-04-18,5.91,5.95,5.66,286417.0,5.69,5.752213593631588
61,2019-04-19,5.73,5.75,5.61,208268.0,5.68,5.650154381195819
62,2019-04-22,5.69,5.83,5.64,183498.0,5.69,5.752079504283368
63,2019-04-23,5.69,5.73,5.58,159236.0,5.6,5.630892665208562
64,2019-04-24,5.64,5.64,5.47,227328.0,5.53,5.510088437231238
65,2019-04-25,5.51,5.59,5.27,307810.0,5.33,5.39481128576314
66,2019-04-26,5.3,5.36,5.16,194836.0,5.22,5.239555993869255
67,2019-04-29,5.27,5.3,5.07,150245.0,5.15,5.141124635625802
68,2019-04-30,5.15,5.3,5.15,106527.0,5.24,5.257945109624788
69,2019-05-06,5.1,5.1,4.73,266348.0,4.81,4.8308823440625455
70,2019-05-07,4.81,4.88,4.78,116645.0,4.83,4.838725925978399
71,2019-05-08,4.77,4.91,4.69,87314.0,4.85,4.814641482776141
72,2019-05-09,4.8,4.98,4.78,100943.0,4.91,4.919307972170776
73,2019-05-10,4.94,5.04,4.82,151684.0,4.97,4.926177885573832
74,2019-05-13,4.93,4.94,4.87,75405.0,4.89,4.8880509722788785
75,2019-05-14,4.84,4.95,4.82,66984.0,4.86,4.904018193869993
76,2019-05-15,4.91,5.02,4.9,111593.0,5.0,4.982658619704028
77,2019-05-16,5.03,5.04,4.99,71307.0,5.02,5.0015227112453555
78,2019-05-17,5.01,5.49,5.0,242128.0,5.09,5.369725850710755
79,2019-05-20,5.06,5.33,5.05,222555.0,5.23,5.2582232983227986
80,2019-05-21,5.27,5.3,5.18,110760.0,5.25,5.219719639708836
81,2019-05-22,5.21,5.25,5.13,85199.0,5.17,5.174077627954411
82,2019-05-23,5.18,5.21,5.06,76407.0,5.09,5.107118761716556
83,2019-05-24,5.03,5.12,5.03,58545.0,5.05,5.0911820309988345
84,2019-05-27,5.04,5.18,5.04,67398.0,5.15,5.139613804379516
85,2019-05-28,5.18,5.18,5.08,64564.0,5.1,5.098321401946722
86,2019-05-29,5.13,5.13,5.05,52534.0,5.09,5.062871831189287
87,2019-05-30,5.07,5.14,5.01,70037.0,5.06,5.072226222119795
88,2019-05-31,5.08,5.1,4.99,56010.0,5.0,5.021451967256358
89,2019-06-03,5.02,5.04,4.92,56007.0,4.93,4.9547195879216055
90,2019-06-04,4.92,4.95,4.79,80782.0,4.82,4.842496373617465
91,2019-06-05,4.86,4.9,4.83,38306.0,4.83,4.8618507288068855
92,2019-06-06,4.82,4.85,4.71,83014.0,4.81,4.758165788162707
93,2019-06-10,4.82,4.92,4.76,61131.0,4.88,4.847095681752265
94,2019-06-11,4.87,5.05,4.86,97176.0,5.04,4.995775335616493
95,2019-06-12,5.02,5.09,4.98,53916.0,5.0,5.036592882587956
96,2019-06-13,4.98,5.01,4.94,77343.0,4.98,4.967524086850398
97,2019-06-14,5.04,5.04,4.86,71895.0,4.88,4.901540094173981
98,2019-06-17,4.86,4.89,4.8,46507.0,4.84,4.83267443663484
99,2019-06-18,4.82,4.87,4.77,63399.0,4.78,4.816374043718684
100,2019-06-19,4.85,4.93,4.79,90049.0,4.8,4.862855781870914
101,2019-06-20,4.79,4.92,4.78,88988.0,4.86,4.878043099828757
102,2019-06-21,4.89,5.02,4.89,124451.0,5.0,4.98598568543343
103,2019-06-24,5.01,5.03,4.93,63187.0,4.95,4.959750269245855
104,2019-06-25,4.96,4.97,4.86,67254.0,4.94,4.888172852993308
105,2019-06-26,4.92,4.98,4.9,39860.0,4.95,4.943904683803907
