,Date,open,high,low,volume,RealPrice,PredictPrice
0,2019-01-02,21.45,21.48,20.65,42123.0,20.93,20.904809413547643
1,2019-01-03,21.13,21.13,19.0,97539.0,19.21,19.749580454165052
2,2019-01-04,19.47,20.62,19.47,82649.0,20.58,20.391741265704574
3,2019-01-07,21.0,21.28,20.3,57175.0,21.0,20.732867982303027
4,2019-01-08,20.87,21.19,20.5,40583.0,20.54,20.843263755851876
5,2019-01-09,20.92,22.04,20.46,67745.0,21.2,21.532410081941446
6,2019-01-10,20.96,21.12,20.31,44279.0,20.59,20.623649180301967
7,2019-01-11,20.63,21.19,20.35,32816.0,20.47,20.875903419254538
8,2019-01-14,20.44,20.44,19.7,29325.0,19.88,19.924235420023745
9,2019-01-15,20.01,20.01,19.35,41780.0,19.76,19.540580777488547
10,2019-01-16,19.86,20.05,19.39,52983.0,19.81,19.666569371354615
11,2019-01-17,19.81,19.83,19.23,35302.0,19.28,19.411576833376685
12,2019-01-18,19.44,19.76,19.22,44530.0,19.3,19.51902550974303
13,2019-01-21,19.16,20.16,19.16,58085.0,19.79,19.966452075067586
14,2019-01-22,20.08,20.08,18.98,49296.0,19.16,19.346413942949432
15,2019-01-23,19.15,19.15,17.71,80409.0,18.43,18.21220246995214
16,2019-01-24,18.58,20.27,17.93,125592.0,20.27,19.585508125282463
17,2019-01-25,20.39,22.22,20.38,147198.0,20.64,21.860094715898345
18,2019-01-28,20.43,22.18,20.43,99510.0,21.5,21.860155998267693
19,2019-01-29,21.65,21.7,20.55,63283.0,20.88,20.931744511783595
20,2019-01-30,20.95,21.5,20.38,36927.0,20.8,21.00966611067071
21,2019-01-31,20.95,21.7,20.4,60349.0,20.54,21.185783723572527
22,2019-02-01,21.1,22.59,21.04,75001.0,22.59,22.26886573823153
23,2019-02-11,23.25,24.0,22.46,75959.0,23.49,23.304700184499353
24,2019-02-12,23.18,24.73,22.82,100421.0,23.84,24.183252547030165
25,2019-02-13,23.55,24.68,23.55,99338.0,24.43,24.389502649511265
26,2019-02-14,24.41,26.05,24.28,98055.0,25.35,25.612806294656842
27,2019-02-15,25.33,26.62,24.82,109279.0,26.25,25.980950379052132
28,2019-02-18,26.3,27.2,25.46,132973.0,26.58,26.38584502249369
29,2019-02-19,26.35,27.08,25.9,109564.0,26.21,26.527091994206444
30,2019-02-20,26.13,26.43,25.03,92401.0,25.56,25.556145140832935
31,2019-02-21,25.5,26.95,25.29,108318.0,25.68,26.467340973082116
32,2019-02-22,25.4,26.58,25.3,77352.0,26.42,26.211303007051644
33,2019-02-25,26.98,29.06,26.96,137072.0,29.06,28.580769209468208
34,2019-02-26,29.97,30.9,28.8,118378.0,28.8,29.84570240892013
35,2019-02-27,29.12,30.27,28.55,84208.0,29.12,29.57350672464785
36,2019-02-28,29.0,29.73,28.55,42827.0,28.99,29.176564042269323
37,2019-03-01,29.0,29.4,28.64,31960.0,29.14,28.94360314201159
38,2019-03-04,30.01,31.2,28.89,124536.0,29.1,30.14121139527151
39,2019-03-05,28.87,30.5,28.44,107346.0,30.3,29.821446776311582
40,2019-03-06,30.92,31.45,30.23,92747.0,30.66,30.72551722820582
41,2019-03-07,30.7,30.7,28.8,137595.0,29.0,29.30316637368586
42,2019-03-08,28.04,31.9,27.5,177517.0,29.97,30.87223549736209
43,2019-03-11,30.26,30.31,28.5,137178.0,29.57,28.996072154073488
44,2019-03-12,29.4,31.68,29.4,113521.0,30.28,31.16894824583532
45,2019-03-13,29.92,29.99,28.5,90461.0,28.85,28.903616691646786
46,2019-03-14,28.7,29.01,25.97,143045.0,26.22,27.112684467376198
47,2019-03-15,26.25,27.46,26.11,93999.0,27.26,27.043787015692473
48,2019-03-18,27.16,27.83,26.89,74141.0,27.51,27.39793477738271
49,2019-03-19,27.51,28.0,27.11,61612.0,27.4,27.514113342592776
50,2019-03-20,27.47,27.59,25.98,85717.0,26.88,26.49253721832089
51,2019-03-21,27.19,27.38,26.55,71371.0,26.74,26.78663396628136
52,2019-03-22,27.87,29.41,27.4,182329.0,29.41,28.69192935297949
53,2019-03-25,31.55,32.35,30.1,170571.0,32.35,31.096408657081707
54,2019-03-26,34.58,34.59,29.3,303600.0,30.75,31.05935940449549
55,2019-03-27,30.7,30.95,29.05,120681.0,30.11,29.680510845189932
56,2019-03-28,29.76,31.29,29.35,117211.0,29.55,30.6174070606959
57,2019-03-29,29.2,30.49,28.58,110554.0,30.07,29.732685507868272
58,2019-04-01,30.07,33.08,30.0,196704.0,33.08,32.389630241917764
59,2019-04-02,33.16,35.18,32.51,187018.0,33.99,34.22564364290317
60,2019-04-03,34.43,37.39,33.68,202781.0,37.39,36.24212742766391
61,2019-04-04,37.55,40.2,37.02,199003.0,37.68,39.177094221646556
62,2019-04-08,37.5,38.65,35.65,151484.0,36.6,37.049266163710115
63,2019-04-09,35.9,39.07,35.55,116299.0,37.8,38.15954603340562
64,2019-04-10,37.51,39.3,37.14,84535.0,37.37,38.532590873286566
65,2019-04-11,37.4,37.45,35.04,109818.0,35.49,35.69983305031757
66,2019-04-12,35.84,35.89,34.62,72904.0,35.39,34.852376758496064
67,2019-04-15,36.1,36.38,34.44,75535.0,34.58,35.05158645391405
68,2019-04-16,34.54,36.45,33.36,116447.0,36.43,35.21500486462031
69,2019-04-17,37.65,38.05,36.1,112817.0,36.18,36.73145041554449
70,2019-04-18,36.18,37.3,35.23,75225.0,36.81,36.29162643666801
71,2019-04-19,36.9,37.0,35.15,67166.0,36.0,35.63297093095451
72,2019-04-22,36.3,36.55,35.28,48592.0,35.9,35.61373175272401
73,2019-04-23,35.75,37.0,35.6,74839.0,36.25,36.453914934175366
74,2019-04-24,36.3,37.16,35.41,72513.0,37.13,36.21689632757134
75,2019-04-25,37.4,38.37,36.01,84196.0,36.91,37.0983711507365
76,2019-04-26,36.55,36.93,35.81,48636.0,36.6,36.14018764657029
77,2019-04-29,36.7,37.57,34.18,80626.0,35.75,35.65573097614083
78,2019-04-30,34.51,35.09,33.51,87058.0,34.2,34.131178221872986
79,2019-05-06,30.78,31.5,30.78,94392.0,30.78,31.16101686908608
80,2019-05-07,30.68,30.99,28.73,108607.0,30.03,29.543550072352204
81,2019-05-08,28.9,31.15,28.3,92772.0,29.6,30.306860088924456
82,2019-05-09,29.24,30.48,29.21,68109.0,29.57,30.098148006099912
83,2019-05-10,30.2,32.48,29.0,110040.0,32.0,31.252982884529164
84,2019-05-13,31.45,32.32,29.83,96262.0,29.88,30.99917653851424
85,2019-05-14,29.38,30.34,29.38,61036.0,29.93,30.010116139213608
86,2019-05-15,30.16,30.5,29.3,82436.0,29.94,29.713246238909136
87,2019-05-16,29.98,29.99,28.9,73112.0,29.15,29.119298106599388
88,2019-05-17,29.43,30.61,28.73,113179.0,28.82,29.81376051274999
89,2019-05-20,29.52,29.99,28.38,112086.0,29.61,29.01614887590419
90,2019-05-21,29.49,30.34,28.81,80421.0,29.98,29.61042754940971
91,2019-05-22,30.88,32.98,30.39,217582.0,32.98,32.12541902039843
92,2019-05-23,33.0,33.0,31.06,125778.0,31.18,31.554538708446575
93,2019-05-24,30.95,32.0,29.8,82933.0,30.8,30.949135425817627
