,Date,open,high,low,volume,RealPrice,PredictPrice
0,2019-01-02,36.45,36.45,35.7,424789.0,35.8,35.853869475252736
1,2019-01-03,35.8,36.19,35.75,258798.0,35.92,36.0910897774841
2,2019-01-04,35.72,36.7,35.56,489612.0,36.65,36.43952161741116
3,2019-01-07,36.88,36.96,36.25,392690.0,36.48,36.446442641011636
4,2019-01-08,36.41,36.42,36.03,193021.0,36.34,36.12280991103943
5,2019-01-09,37.2,38.06,37.07,1058060.0,37.51,37.742852955814826
6,2019-01-10,37.38,37.93,37.29,477566.0,37.76,37.75109074502043
7,2019-01-11,37.96,37.96,37.39,330925.0,37.73,37.501044598290434
8,2019-01-14,37.77,37.97,37.54,211773.0,37.68,37.75677557983475
9,2019-01-15,37.84,38.88,37.71,612712.0,38.78,38.60999621009233
10,2019-01-16,38.8,39.5,38.65,501928.0,39.31,39.25639500182034
11,2019-01-17,38.1,38.88,37.84,927453.0,38.66,38.49156676324973
12,2019-01-18,38.68,39.15,38.43,569376.0,38.97,38.84439896128536
13,2019-01-21,39.03,40.15,38.85,589809.0,39.48,39.836089780649004
14,2019-01-22,39.47,39.47,38.67,319458.0,38.91,38.84153180212531
15,2019-01-23,38.72,39.46,38.48,348265.0,39.19,39.17097694936726
16,2019-01-24,39.46,39.5,39.0,297290.0,39.38,39.11585307001985
17,2019-01-25,39.56,40.1,39.23,482838.0,39.9,39.74020161017249
18,2019-01-28,40.1,41.29,40.05,518476.0,40.29,41.069906135399954
19,2019-01-29,40.25,41.17,40.12,522980.0,41.1,40.91372258708865
20,2019-01-30,40.83,41.05,40.44,332306.0,40.7,40.69074689716707
21,2019-01-31,41.08,41.75,40.88,473745.0,41.75,41.46822689415711
22,2019-02-01,42.35,42.35,41.65,408947.0,41.96,41.769276672924846
23,2019-02-11,41.87,43.28,41.79,399173.0,43.07,43.03043098479551
24,2019-02-12,43.07,43.45,42.82,366983.0,43.22,43.16431262087884
25,2019-02-13,43.37,43.65,42.83,418025.0,43.51,43.155631803956645
26,2019-02-14,43.46,44.5,43.21,435461.0,44.35,44.14771870920221
27,2019-02-15,44.24,44.25,42.66,643817.0,42.75,42.99444577997747
28,2019-02-18,43.29,44.28,43.21,480260.0,44.09,44.04825284719366
29,2019-02-19,44.5,45.5,44.25,532350.0,44.62,45.13296843183354
30,2019-02-20,44.99,45.08,44.25,334641.0,44.99,44.46357427859065
31,2019-02-21,45.1,45.5,44.62,449655.0,44.84,45.02744844547499
32,2019-02-22,44.79,45.0,43.99,451132.0,44.96,44.31427893030541
33,2019-02-25,45.11,46.1,44.4,930082.0,46.08,45.34303026302732
34,2019-02-26,46.02,46.02,44.81,675270.0,44.93,45.01979673459313
35,2019-02-27,45.3,45.36,44.2,469666.0,44.55,44.46649414490239
36,2019-02-28,44.5,45.13,44.44,346380.0,44.8,44.95746194023788
37,2019-03-01,45.16,45.86,45.03,645030.0,45.73,45.58537989120282
38,2019-03-04,46.27,47.74,46.0,880295.0,46.65,47.26195576284409
39,2019-03-05,47.05,47.47,46.7,537114.0,47.08,47.068981707048785
40,2019-03-06,47.3,47.8,46.71,476323.0,47.1,47.22763443401098
41,2019-03-07,47.1,47.11,45.5,636125.0,45.74,45.83011660711109
42,2019-03-08,44.76,45.39,44.43,632230.0,44.51,44.98086661670569
43,2019-03-11,44.51,45.46,44.51,427441.0,45.37,45.29204897408177
44,2019-03-12,45.73,45.75,44.6,701913.0,44.8,44.8028872069127
45,2019-03-13,44.88,45.25,44.8,399022.0,44.95,45.07569414975736
46,2019-03-14,44.9,46.0,44.83,513688.0,45.46,45.75516631096814
47,2019-03-15,45.5,47.68,45.5,839753.0,46.92,47.34558946921456
48,2019-03-18,46.9,48.11,46.54,653507.0,47.9,47.619471322972835
49,2019-03-19,47.93,48.43,46.91,507038.0,47.21,47.54163497921378
50,2019-03-20,47.01,47.1,46.11,460492.0,46.61,46.342469606196644
51,2019-03-21,46.4,46.57,45.98,466909.0,46.27,46.15225868443799
52,2019-03-22,46.4,46.74,45.8,426192.0,46.16,46.184575557862445
53,2019-03-25,45.47,45.67,44.88,570378.0,44.99,45.1161261865217
54,2019-03-26,45.28,45.43,44.26,490953.0,44.8,44.583468827136656
55,2019-03-27,45.08,45.78,44.85,430795.0,45.6,45.464909698354475
56,2019-03-28,45.37,45.98,45.04,346265.0,45.63,45.611695313681096
57,2019-03-29,45.66,47.3,45.66,795880.0,47.21,47.01645648077158
58,2019-04-09,51.93,51.93,51.93,108436.0,51.93,51.85901828963048
59,2019-04-10,57.12,57.12,54.56,3228750.0,57.12,54.73566648681978
60,2019-04-11,57.33,58.39,54.7,1743277.0,55.2,56.081645424442826
61,2019-04-12,54.81,56.0,52.9,1092515.0,54.55,54.30258560552102
62,2019-04-15,55.76,58.55,55.21,1385286.0,56.7,57.65034769034107
63,2019-04-16,56.3,58.28,55.73,905344.0,58.24,57.501237254707135
64,2019-04-17,58.24,58.34,57.0,711349.0,57.46,57.25734298501822
65,2019-04-18,58.46,60.1,58.16,960455.0,59.5,59.52736967398826
66,2019-04-19,59.5,65.4,58.68,1044285.0,65.0,64.08145743870759
67,2019-04-22,63.73,64.29,60.88,1268734.0,61.14,61.90940259221331
68,2019-04-23,60.9,61.5,59.49,874881.0,60.99,60.21932758935899
69,2019-04-24,61.7,61.88,59.72,838473.0,59.91,60.226868417194105
70,2019-04-25,59.3,59.6,57.3,888110.0,57.75,57.92454781643607
71,2019-04-26,57.73,58.28,56.1,720596.0,56.18,56.88002920580119
72,2019-04-29,55.75,58.59,55.01,947510.0,57.31,57.613188836469696
73,2019-04-30,54.85,57.14,54.5,853422.0,55.58,56.506632546895815
74,2019-05-06,53.38,54.66,51.2,1358113.0,51.53,52.727952069153524
75,2019-05-07,52.05,54.22,52.05,927002.0,53.42,53.84840683440416
76,2019-05-08,52.0,53.66,51.7,554790.0,52.33,53.16959859442137
77,2019-05-09,51.88,52.52,50.52,737335.0,51.8,51.326808028973154
78,2019-05-10,53.0,56.15,51.76,900505.0,55.25,54.80533601546498
79,2019-05-13,53.22,55.29,53.22,453344.0,54.1,54.99100279140144
